iteration,choice,cr1,cr2,cr3,cr4,cr5,b1.1,b1.2,b2.1,b2.2,b3.1,b3.2,b4.1,b4.2,b5.1,b5.2,pd1,pd2,pd3,pd4,pd5,n1,n2,n3,n4,n5
311,5,0,0,12,26,88,1,8,1,9,13,25,27,40,89,108,0.0792128557194659,0.06924204957417274,0.3922886602247506,0.36326976549995127,0.4343627142868818,7,8,36,65,195
312,5,0,0,12,26,88,1,8,1,9,13,25,27,40,89,109,0.17958030130626365,0.14877049947407311,0.2786783699772432,0.35031224847056,0.4383273902825006,7,8,36,65,196
313,5,0,0,12,26,88,1,8,1,9,13,25,27,40,89,110,0.03738250228477566,0.053353569889339765,0.40224648173943667,0.35179421545681977,0.40498343558828487,7,8,36,65,197
314,5,0,0,12,26,89,1,8,1,9,13,25,27,40,90,110,0.051101337317878595,0.3908852485330167,0.34636221364864284,0.48708012425251723,0.4346886166677056,7,8,36,65,198
315,4,0,0,12,27,89,1,8,1,9,13,25,28,40,90,110,0.10745705820227673,0.053649846331644296,0.29938174160196535,0.4679564299486575,0.458952034153861,7,8,36,66,198
316,4,0,0,12,28,89,1,8,1,9,13,25,29,40,90,110,0.0732335893006967,0.10653342591267134,0.2983792796027404,0.3551784408393573,0.501089430020898,7,8,36,67,198
317,5,0,0,12,28,89,1,8,1,9,13,25,29,40,90,111,0.07025286103739682,0.009121685636667373,0.25075180096042604,0.4090310881777387,0.4891914515328072,7,8,36,67,199
318,5,0,0,12,28,90,1,8,1,9,13,25,29,40,91,111,0.029128543133024147,0.13655664560396963,0.4496663305698115,0.5228185054854485,0.4354613201363462,7,8,36,67,200
319,4,0,0,12,28,90,1,8,1,9,13,25,29,41,91,111,0.07350994889098722,0.16675435923757911,0.2912320487672027,0.4721286735597117,0.4562757541794913,7,8,36,68,200
320,4,0,0,12,29,90,1,8,1,9,13,25,30,41,91,111,0.13059036119507167,0.0654822346300162,0.3080304060659204,0.42192376706077817,0.45252528553681765,7,8,36,69,200
321,5,0,0,12,29,90,1,8,1,9,13,25,30,41,91,112,0.034132257208342634,0.054257545948665754,0.36271965451722876,0.5394085018075307,0.5038994109019428,7,8,36,69,201
322,4,0,0,12,29,90,1,8,1,9,13,25,30,42,91,112,0.04734778521976055,0.06319596352468848,0.31293865840063895,0.48997259087919354,0.44238668365656947,7,8,36,70,201
323,4,0,0,12,29,90,1,8,1,9,13,25,30,43,91,112,0.11582783183410185,0.1624040666635079,0.2564969294376956,0.5450322644225604,0.3941282620964449,7,8,36,71,201
324,4,0,0,12,30,90,1,8,1,9,13,25,31,43,91,112,0.13707509795619593,0.0018178435069905751,0.2805682311539069,0.39454087551402345,0.4291604010678336,7,8,36,72,201
325,5,0,0,12,30,90,1,8,1,9,13,25,31,43,91,113,0.025854053083710346,0.0849386552785963,0.2458495288576592,0.3773150005733545,0.42131961363019005,7,8,36,72,202
326,5,0,0,12,30,90,1,8,1,9,13,25,31,43,91,114,0.13503329825251606,0.08919821080407188,0.23977189403927673,0.44258553224782043,0.42789590039685116,7,8,36,72,203
327,4,0,0,12,31,90,1,8,1,9,13,25,32,43,91,114,0.0356169774742131,0.0644921488209166,0.5060607210841818,0.4179093398498519,0.46798281797328367,7,8,36,73,203
328,3,0,0,12,31,90,1,8,1,9,13,26,32,43,91,114,0.15646450992633537,0.03496805511073435,0.33620591363387126,0.5117055904077245,0.3745700769752651,7,8,37,73,203
329,4,0,0,12,32,90,1,8,1,9,13,26,33,43,91,114,0.3222853078885811,0.14067575499885504,0.4094023709152186,0.39560935752859555,0.4822189099132147,7,8,37,74,203
330,5,0,0,12,32,91,1,8,1,9,13,26,33,43,92,114,0.035859065842025306,0.1073517427620907,0.3060069392385445,0.45896242460054887,0.4683113470327194,7,8,37,74,204
331,5,0,0,12,32,91,1,8,1,9,13,26,33,43,92,115,0.13824615661429807,0.012961225782788919,0.34024456713118384,0.433194463069977,0.3992895492018636,7,8,37,74,205
332,4,0,0,12,33,91,1,8,1,9,13,26,34,43,92,115,0.1382401378455171,0.0075915824331976795,0.3257664682420489,0.47985817872016967,0.44787500317416,7,8,37,75,205
333,4,0,0,12,34,91,1,8,1,9,13,26,35,43,92,115,0.061902602756793476,0.12110475605180135,0.3794190737615009,0.5419602356421106,0.452930669831147,7,8,37,76,205
334,4,0,0,12,34,91,1,8,1,9,13,26,35,44,92,115,0.12147272206472365,0.020007888358345494,0.2744277469135266,0.4529304974959364,0.45636384607140645,7,8,37,77,205
335,5,0,0,12,34,91,1,8,1,9,13,26,35,44,92,116,0.06251398603615003,0.009320204913934989,0.31890614432594433,0.4244281703025485,0.46898075424925306,7,8,37,77,206
336,5,0,0,12,34,91,1,8,1,9,13,26,35,44,92,117,0.06755413490188086,0.023562662751926478,0.5385441031579555,0.4022947216520327,0.44484844228302267,7,8,37,77,207
337,3,0,0,12,34,91,1,8,1,9,13,27,35,44,92,117,0.23711244271422888,0.010880954883001556,0.37149604545022097,0.4534489034047244,0.44313623377178013,7,8,38,77,207
338,4,0,0,12,35,91,1,8,1,9,13,27,36,44,92,117,0.1867356487688701,0.1376404868444465,0.3482045109697952,0.47773804162295097,0.43469833087316095,7,8,38,78,207
339,4,0,0,12,35,91,1,8,1,9,13,27,36,45,92,117,0.13420946575902565,0.04824287534617505,0.2929692379643511,0.525824354394343,0.41397676466197536,7,8,38,79,207
340,4,0,0,12,35,91,1,8,1,9,13,27,36,46,92,117,0.04444599739215318,0.03044630569223486,0.34928492107266,0.5073951821607079,0.409628713547257,7,8,38,80,207
341,4,0,0,12,36,91,1,8,1,9,13,27,37,46,92,117,0.02108122430079084,0.19919281537322836,0.2879163063421841,0.43140976028031935,0.4214771836043733,7,8,38,81,207
342,4,0,0,12,36,91,1,8,1,9,13,27,37,47,92,117,0.304418484872854,0.21833472823042668,0.3145223235440885,0.41573897931488146,0.4671916820762059,7,8,38,82,207
343,5,0,0,12,36,92,1,8,1,9,13,27,37,47,93,117,0.0632794655278919,0.09386821756116961,0.3602859107061012,0.4222460033571992,0.46521083943468877,7,8,38,82,208
344,5,0,0,12,36,93,1,8,1,9,13,27,37,47,94,117,0.04183257058709043,0.049255541493880645,0.2714856079371009,0.3775567293798754,0.4112280134176711,7,8,38,82,209
345,5,0,0,12,36,93,1,8,1,9,13,27,37,47,94,118,0.0260220444865057,0.031519987206156515,0.39003741100261746,0.3771134768871314,0.5182116203412764,7,8,38,82,210
346,5,0,0,12,36,93,1,8,1,9,13,27,37,47,94,119,0.32579867444486504,0.07940684418142491,0.3458401268599673,0.461060607062478,0.4633834219299603,7,8,38,82,211
347,5,0,0,12,36,93,1,8,1,9,13,27,37,47,94,120,0.044970481756949815,0.08285446968270965,0.3250413219138176,0.4128145710907836,0.4040384195622744,7,8,38,82,212
348,4,0,0,12,36,93,1,8,1,9,13,27,37,48,94,120,0.2257736674772214,0.13903573040300304,0.22869492375313905,0.49507944101979645,0.43388634030506945,7,8,38,83,212
349,4,0,0,12,36,93,1,8,1,9,13,27,37,49,94,120,0.01790069585823763,0.3344767792998585,0.38632410580306464,0.41955035232337107,0.4633269223096685,7,8,38,84,212
350,5,0,0,12,36,94,1,8,1,9,13,27,37,49,95,120,0.07148295879702642,0.22606841166909633,0.3971859075817232,0.3715522124587648,0.4217359129400001,7,8,38,84,213
351,5,0,0,12,36,95,1,8,1,9,13,27,37,49,96,120,0.23581714345637148,0.05461892542831841,0.37806724036169825,0.48912287752949307,0.42793582229883964,7,8,38,84,214
352,4,0,0,12,36,95,1,8,1,9,13,27,37,50,96,120,0.01743453743282103,0.14438937130669943,0.40242833007311335,0.5265481111020751,0.49131099199381406,7,8,38,85,214
353,4,0,0,12,36,95,1,8,1,9,13,27,37,51,96,120,0.024126565887948606,0.18684195468826084,0.3863157058823872,0.33981096303205194,0.43142724517349074,7,8,38,86,214
354,5,0,0,12,36,95,1,8,1,9,13,27,37,51,96,121,0.12489352673382548,0.006339096950745974,0.3234453915528173,0.4138120792042254,0.44029912637595503,7,8,38,86,215
355,5,0,0,12,36,96,1,8,1,9,13,27,37,51,97,121,0.17353299006073775,0.03802261326704193,0.3757242384670543,0.4040292775742945,0.46987424766046193,7,8,38,86,216
356,5,0,0,12,36,96,1,8,1,9,13,27,37,51,97,122,0.26312458707520586,0.0583031440447475,0.42102015914715973,0.4345808696901678,0.3401076766219542,7,8,38,86,217
357,4,0,0,12,37,96,1,8,1,9,13,27,38,51,97,122,0.01790228293933346,0.05678264168395978,0.36374289637081003,0.3916055631034133,0.4541991660415417,7,8,38,87,217
358,5,0,0,12,37,97,1,8,1,9,13,27,38,51,98,122,0.004984884897835718,0.5134497326086688,0.31740167674043357,0.44385455744442265,0.4734087838327435,7,8,38,87,218
359,2,0,0,12,37,97,1,8,1,10,13,27,38,51,98,122,0.3177800737721418,0.16754630550604,0.3911349512070526,0.46930989263921,0.43428408898871323,7,9,38,87,218
360,4,0,0,12,37,97,1,8,1,10,13,27,38,52,98,122,0.1950858021098468,0.025449272030754835,0.3402269152774003,0.5158501554540924,0.4175685990576254,7,9,38,88,218
361,4,0,0,12,37,97,1,8,1,10,13,27,38,53,98,122,0.22276842550656437,0.07443537180627391,0.15084679647995466,0.41132872608503956,0.4258627102427178,7,9,38,89,218
362,5,0,0,12,37,98,1,8,1,10,13,27,38,53,99,122,0.13131294293578574,0.09838357221052668,0.4932194050549507,0.36790440187801593,0.4595380341337365,7,9,38,89,219
363,3,0,0,12,37,98,1,8,1,10,13,28,38,53,99,122,0.10737150132756013,0.009000502661140412,0.21472279762641114,0.39864585057299423,0.38450056535951405,7,9,39,89,219
364,4,0,0,12,37,98,1,8,1,10,13,28,38,54,99,122,0.04943955724956516,0.038612857695005165,0.20758839850245178,0.4278411360607343,0.49514818400060545,7,9,39,90,219
365,5,0,0,12,37,98,1,8,1,10,13,28,38,54,99,123,0.0315738671027212,0.06184358622277321,0.4015217764335377,0.3805466493222075,0.4669486382149232,7,9,39,90,220
366,5,0,0,12,37,98,1,8,1,10,13,28,38,54,99,124,0.23201029713031165,0.09848088291445799,0.29980714787738105,0.4936669049206958,0.429825514362963,7,9,39,90,221
367,4,0,0,12,37,98,1,8,1,10,13,28,38,55,99,124,0.048821280026883414,0.14082989960517614,0.29912125513024795,0.5171430672388705,0.4469182553976976,7,9,39,91,221
368,4,0,0,12,38,98,1,8,1,10,13,28,39,55,99,124,0.08182007748388925,0.1353580592343706,0.30328072505728515,0.42918549178802046,0.4153229314244313,7,9,39,92,221
369,4,0,0,12,38,98,1,8,1,10,13,28,39,56,99,124,0.0015565333204969548,0.023310266784440484,0.24257772168985797,0.36386507854189926,0.4159264220893882,7,9,39,93,221
370,5,0,0,12,38,98,1,8,1,10,13,28,39,56,99,125,0.007431360598823457,0.08553180230977295,0.2394247581753103,0.41127704177711616,0.39016406065039283,7,9,39,93,222
371,4,0,0,12,38,98,1,8,1,10,13,28,39,57,99,125,0.2542565852539517,0.018624611425824084,0.34657923997808093,0.4794533859300018,0.4406391440953891,7,9,39,94,222
372,4,0,0,12,38,98,1,8,1,10,13,28,39,58,99,125,0.19022388493054912,0.05634095867662611,0.3032973306080274,0.39318529488273357,0.4588695275271307,7,9,39,95,222
373,5,0,0,12,38,98,1,8,1,10,13,28,39,58,99,126,0.08094186429316551,0.10243944995326364,0.2838089259592612,0.35054508187213623,0.4409419731335233,7,9,39,95,223
374,5,0,0,12,38,98,1,8,1,10,13,28,39,58,99,127,0.05081696738918428,0.05843544857880584,0.3494475179895346,0.4461363014115567,0.4368779661858967,7,9,39,95,224
375,4,0,0,12,38,98,1,8,1,10,13,28,39,59,99,127,0.13040188031620276,0.032471128564260494,0.36925860204265204,0.43566765606272373,0.47058159953263634,7,9,39,96,224
376,5,0,0,12,38,99,1,8,1,10,13,28,39,59,100,127,0.02534060754605489,0.017022776234093453,0.41339862777112707,0.41540951696664097,0.42201043374205877,7,9,39,96,225
377,5,0,0,12,38,99,1,8,1,10,13,28,39,59,100,128,0.25236393500946236,0.017475684749215778,0.3218849553035542,0.4706665895475557,0.40808985080257204,7,9,39,96,226
378,4,0,0,12,39,99,1,8,1,10,13,28,40,59,100,128,0.04732749286169124,0.10587301592722442,0.3271326119074357,0.3999627514520881,0.41775093285239256,7,9,39,97,226
379,5,0,0,12,39,100,1,8,1,10,13,28,40,59,101,128,0.44165571306978085,0.03742541653608298,0.26874307304100953,0.48159210982849915,0.44414018122726734,7,9,39,97,227
380,4,0,0,12,40,100,1,8,1,10,13,28,41,59,101,128,0.006006736188549178,0.01212539795873008,0.23286794721190532,0.36306718208766586,0.38807371834243093,7,9,39,98,227
381,5,0,0,12,40,101,1,8,1,10,13,28,41,59,102,128,0.022470315610075564,0.009909918762100392,0.37517247217993566,0.3408896458492644,0.4757016988445033,7,9,39,98,228
382,5,0,0,12,40,102,1,8,1,10,13,28,41,59,103,128,0.1287688118309811,0.03297085687624707,0.34074297173907,0.36273807606640157,0.3939999678629418,7,9,39,98,229
383,5,0,0,12,40,102,1,8,1,10,13,28,41,59,103,129,0.07394882281925519,0.04331580177855917,0.23744337311164598,0.5096469053137798,0.44757192560616166,7,9,39,98,230
384,4,0,0,12,40,102,1,8,1,10,13,28,41,60,103,129,0.12336099057886936,0.038030766785010786,0.2965373057479695,0.3851983861967283,0.41448073824597975,7,9,39,99,230
385,5,0,0,12,40,103,1,8,1,10,13,28,41,60,104,129,0.17307100499242137,0.10675332384707666,0.3515600459155371,0.4745491528590566,0.45929195797525835,7,9,39,99,231
386,4,0,0,12,40,103,1,8,1,10,13,28,41,61,104,129,0.08015406503083233,1.0930448259473303e-5,0.2668259647922737,0.41489565610527585,0.4245117968782492,7,9,39,100,231
387,5,0,0,12,40,104,1,8,1,10,13,28,41,61,105,129,0.07188755201910296,0.10842313743033383,0.2670824053592843,0.44424771374978234,0.4857339387644154,7,9,39,100,232
388,5,0,0,12,40,105,1,8,1,10,13,28,41,61,106,129,0.01853270684798832,0.06428353354613019,0.36790107545377154,0.35520296797971795,0.3710771474281041,7,9,39,100,233
389,5,0,0,12,40,105,1,8,1,10,13,28,41,61,106,130,0.11458581022826834,0.012516110194022503,0.30467331634117084,0.3567367439064606,0.45053548482756867,7,9,39,100,234
390,5,0,0,12,40,106,1,8,1,10,13,28,41,61,107,130,0.08204560875987678,0.1445743454665708,0.3444924721140784,0.4210471444292756,0.501765200143718,7,9,39,100,235
391,5,0,0,12,40,106,1,8,1,10,13,28,41,61,107,131,0.1539130019824353,0.10366385457353577,0.299467723873047,0.46405059790931885,0.41872544302937975,7,9,39,100,236
392,4,0,0,12,40,106,1,8,1,10,13,28,41,62,107,131,0.18797941967272308,0.07843569007693368,0.274772903381732,0.3809854434462672,0.42531877348671837,7,9,39,101,236
393,5,0,0,12,40,107,1,8,1,10,13,28,41,62,108,131,0.32251421475886166,0.28957784002353115,0.30696794765783025,0.408801366528389,0.4874117031358436,7,9,39,101,237
394,5,0,0,12,40,108,1,8,1,10,13,28,41,62,109,131,0.07249086599048479,0.038268952137601564,0.34250491896782814,0.3768173584133925,0.4337023834093815,7,9,39,101,238
395,5,0,0,12,40,108,1,8,1,10,13,28,41,62,109,132,0.14061808327015363,0.06779628875642847,0.4239761783709961,0.3637708748929098,0.41320836236164243,7,9,39,101,239
396,3,0,0,12,40,108,1,8,1,10,13,29,41,62,109,132,0.27031717817109535,0.041902612295501546,0.29179031210333,0.3711744901256376,0.4421616427845834,7,9,40,101,239
397,5,0,0,12,40,109,1,8,1,10,13,29,41,62,110,132,0.11116628931108906,0.21220658010583074,0.33790442325546777,0.40627282119231284,0.46941958274247914,7,9,40,101,240
398,5,0,0,12,40,109,1,8,1,10,13,29,41,62,110,133,0.05717171107415427,0.08486814687010738,0.2500273269055558,0.39370596367333804,0.46951828228699294,7,9,40,101,241
399,5,0,0,12,40,109,1,8,1,10,13,29,41,62,110,134,0.056550741342826796,0.23392420455011104,0.27346908805386155,0.41091130911143103,0.4429837644191266,7,9,40,101,242
400,5,0,0,12,40,109,1,8,1,10,13,29,41,62,110,135,0.023404270730794985,0.1720417328471325,0.2907518560600254,0.33802735414583307,0.390161103965073,7,9,40,101,243
401,5,0,0,12,40,109,1,8,1,10,13,29,41,62,110,136,0.059084251189346376,0.04713227770606787,0.33780684008656414,0.38572665523552885,0.48540845522951687,7,9,40,101,244
402,5,0,0,12,40,110,1,8,1,10,13,29,41,62,111,136,0.06236259914478671,0.06802386484589612,0.2298197914409925,0.3773779617759749,0.44483346737706153,7,9,40,101,245
403,5,0,0,12,40,111,1,8,1,10,13,29,41,62,112,136,0.04946005499202635,0.0022334941404966602,0.28361806575871285,0.3870468429054915,0.4565740876853123,7,9,40,101,246
404,5,0,0,12,40,112,1,8,1,10,13,29,41,62,113,136,0.21086169027444546,0.03249015282880223,0.2744864495532669,0.38652011968150607,0.37377090456443945,7,9,40,101,247
405,4,0,0,12,40,112,1,8,1,10,13,29,41,63,113,136,0.07745392003913627,0.025034107722643802,0.34661760933518054,0.5154456221899455,0.44231023279401244,7,9,40,102,247
406,4,0,0,12,40,112,1,8,1,10,13,29,41,64,113,136,0.1557451248978282,0.14675147745352687,0.3312092734263734,0.4320592431047596,0.44384129497534786,7,9,40,103,247
407,5,0,0,12,40,112,1,8,1,10,13,29,41,64,113,137,0.12159795804843247,0.06681168473033355,0.31815873909214143,0.425458445368558,0.45125814966009675,7,9,40,103,248
408,5,0,0,12,40,112,1,8,1,10,13,29,41,64,113,138,0.07037036562413058,0.009843214554737155,0.33369257792501755,0.37589463705878584,0.4506395870539377,7,9,40,103,249
409,5,0,0,12,40,112,1,8,1,10,13,29,41,64,113,139,0.2819350255261797,0.07747757989197403,0.3448078550852091,0.36456282154086767,0.4162766905073658,7,9,40,103,250
410,5,0,0,12,40,113,1,8,1,10,13,29,41,64,114,139,0.08458820382839678,0.22649825380208055,0.35277624947519237,0.4520546005474131,0.4817684533574469,7,9,40,103,251
411,5,0,0,12,40,113,1,8,1,10,13,29,41,64,114,140,0.06762498089833842,0.0429431150638061,0.26437057960822236,0.4470036986192749,0.49017637620982235,7,9,40,103,252
412,5,0,0,12,40,113,1,8,1,10,13,29,41,64,114,141,0.04772198667648615,0.18832734572841936,0.3313949076049016,0.35694343907088344,0.403594079436859,7,9,40,103,253
413,5,0,0,12,40,113,1,8,1,10,13,29,41,64,114,142,0.023001283483275816,0.012327205732807978,0.3583294014702659,0.432400696400821,0.3717300763430833,7,9,40,103,254
414,4,0,0,12,40,113,1,8,1,10,13,29,41,65,114,142,0.1882349346855861,0.13011755028634292,0.29294269688573643,0.36056497564907763,0.39465256647428987,7,9,40,104,254
415,5,0,0,12,40,113,1,8,1,10,13,29,41,65,114,143,0.038619075384717275,0.1178624184080208,0.33972626658090266,0.3823010810857593,0.42555713558020325,7,9,40,104,255
416,5,0,0,12,40,113,1,8,1,10,13,29,41,65,114,144,0.27661526822651955,0.09721974808343994,0.3018216296854038,0.4117248973309054,0.3784964491221099,7,9,40,104,256
417,4,0,0,12,40,113,1,8,1,10,13,29,41,66,114,144,0.17737500436036413,0.20089183454619458,0.26285801716822843,0.4195215121796932,0.39971323565680805,7,9,40,105,256
418,4,0,0,12,41,113,1,8,1,10,13,29,42,66,114,144,0.03516207145295816,0.0477116489240867,0.20094628954003288,0.4119264724390935,0.4433345530045409,7,9,40,106,256
419,5,0,0,12,41,114,1,8,1,10,13,29,42,66,115,144,0.17570461973269347,0.09717906760271533,0.44730454823576815,0.3811788744801504,0.41147482913087674,7,9,40,106,257
420,3,0,0,13,41,114,1,8,1,10,14,29,42,66,115,144,0.2637913759128872,0.019276015051510543,0.30876445324922414,0.3687890224913619,0.45061825524464655,7,9,41,106,257
421,5,0,0,13,41,114,1,8,1,10,14,29,42,66,115,145,0.21365708739602635,0.055300655587496375,0.373099997529684,0.45350713279400423,0.4670513635931407,7,9,41,106,258
422,5,0,0,13,41,114,1,8,1,10,14,29,42,66,115,146,0.18437289160692386,0.015315239528427942,0.2621451692970953,0.44655052179201715,0.4104884104374071,7,9,41,106,259
423,4,0,0,13,42,114,1,8,1,10,14,29,43,66,115,146,0.009317530231712372,0.06438984457795337,0.3091909375703493,0.34026030395968626,0.3902223978661256,7,9,41,107,259
424,5,0,0,13,42,115,1,8,1,10,14,29,43,66,116,146,0.0686191818305463,0.025084816558075256,0.3455916770953102,0.44005848344337106,0.409111354357796,7,9,41,107,260
425,4,0,0,13,42,115,1,8,1,10,14,29,43,67,116,146,0.07957140275202935,0.03503969709833041,0.4965323684093759,0.3194650605237181,0.44684746866628233,7,9,41,108,260
426,3,0,0,14,42,115,1,8,1,10,15,29,43,67,116,146,0.14323295366952743,0.08284051157724304,0.35896222994720856,0.4644085966935536,0.47221475036540944,7,9,42,108,260
427,5,0,0,14,42,115,1,8,1,10,15,29,43,67,116,147,0.0462444936289755,0.1316969998424555,0.3217474504311315,0.4328350978815423,0.48281912707655367,7,9,42,108,261
428,5,0,0,14,42,115,1,8,1,10,15,29,43,67,116,148,0.036146396133052,0.13036387375407202,0.23348888819255093,0.3513812864048702,0.4210197573158003,7,9,42,108,262
429,5,0,0,14,42,116,1,8,1,10,15,29,43,67,117,148,0.1432572114446384,0.21547580199736605,0.20958214074983875,0.4065254497115833,0.45612525227386447,7,9,42,108,263
430,5,0,0,14,42,116,1,8,1,10,15,29,43,67,117,149,0.28006169095469463,0.1942233445684542,0.348056874596234,0.3807220590542577,0.45757458062900286,7,9,42,108,264
431,5,0,0,14,42,117,1,8,1,10,15,29,43,67,118,149,0.14910028186978413,0.025025873305233183,0.3573159997241834,0.4263743685232502,0.48909064258266355,7,9,42,108,265
432,5,0,0,14,42,118,1,8,1,10,15,29,43,67,119,149,0.07080785168545395,0.0019457374785182434,0.329065279461089,0.4246830997675335,0.48544757867398014,7,9,42,108,266
433,5,0,0,14,42,119,1,8,1,10,15,29,43,67,120,149,0.11854952492031214,0.11222656171857198,0.3058081636636312,0.4497483834942209,0.4247426949123305,7,9,42,108,267
434,4,0,0,14,42,119,1,8,1,10,15,29,43,68,120,149,0.03029817314306661,0.005598712169943756,0.23836061189208765,0.4217049487900809,0.4040717396367011,7,9,42,109,267
435,4,0,0,14,42,119,1,8,1,10,15,29,43,69,120,149,0.2146646686538782,0.29885640088495646,0.2854487851221391,0.32224401611313835,0.40285144355559754,7,9,42,110,267
436,5,0,0,14,42,120,1,8,1,10,15,29,43,69,121,149,0.12408691718197373,0.14822595506329916,0.25995249595434816,0.38762298755692237,0.4313392573214709,7,9,42,110,268
437,5,0,0,14,42,121,1,8,1,10,15,29,43,69,122,149,0.1568347343523168,0.03028598530799332,0.2807644863771752,0.39529634729497426,0.46932876297063275,7,9,42,110,269
438,5,0,0,14,42,122,1,8,1,10,15,29,43,69,123,149,0.563206684534236,0.005158748390642327,0.3789165164444677,0.38330889027955506,0.473325835309028,7,9,42,110,270
439,1,0,0,14,42,122,1,9,1,10,15,29,43,69,123,149,0.008331194635246994,0.16974054679725514,0.4879212265509546,0.40038953331432453,0.41034831833152774,8,9,42,110,270
440,3,0,0,15,42,122,1,9,1,10,16,29,43,69,123,149,0.0882204723819451,0.37079992217015834,0.3975247943210499,0.37429785754125267,0.4189815164711793,8,9,43,110,270
441,5,0,0,15,42,123,1,9,1,10,16,29,43,69,124,149,0.026522572948832254,0.28204711649141884,0.4187300839570872,0.4875097958385584,0.46060640042023215,8,9,43,110,271
442,4,0,0,15,42,123,1,9,1,10,16,29,43,70,124,149,0.02090480547327601,0.04954596125493168,0.3909776608791533,0.4041756758368369,0.46437593962184287,8,9,43,111,271
443,5,0,0,15,42,124,1,9,1,10,16,29,43,70,125,149,0.10401987707318085,0.38680671816486234,0.3738542372317318,0.4076742813965686,0.42518535784309053,8,9,43,111,272
444,5,0,0,15,42,125,1,9,1,10,16,29,43,70,126,149,0.12162377921464741,0.06348180093023853,0.3806022752573734,0.40588708444657895,0.45854229989945816,8,9,43,111,273
445,5,0,0,15,42,126,1,9,1,10,16,29,43,70,127,149,0.465227906097936,0.02861662135205728,0.37902066101258464,0.30668696845710297,0.5022986765128337,8,9,43,111,274
446,5,0,0,15,42,127,1,9,1,10,16,29,43,70,128,149,0.1372930064484198,0.0722860137012727,0.24935541856336346,0.4483232871239721,0.45554676032162417,8,9,43,111,275
447,5,0,0,15,42,127,1,9,1,10,16,29,43,70,128,150,0.010866959657229478,0.018673019086442564,0.2683192345850698,0.41370807776475976,0.48609685424903,8,9,43,111,276
448,5,0,0,15,42,128,1,9,1,10,16,29,43,70,129,150,0.25202286853288536,0.16663599670184198,0.30652370536510565,0.3236677897831174,0.4487008839924919,8,9,43,111,277
449,5,0,0,15,42,128,1,9,1,10,16,29,43,70,129,151,0.12384773881069425,0.13514013099112415,0.3248461211429375,0.3595439398177085,0.4885597374566481,8,9,43,111,278
450,5,0,0,15,42,129,1,9,1,10,16,29,43,70,130,151,0.07769365686886362,0.08157900244855558,0.29205770055400915,0.4555028926589842,0.4238285820142865,8,9,43,111,279
451,4,0,0,15,42,129,1,9,1,10,16,29,43,71,130,151,0.20625805843402106,0.09006327730242054,0.36310989817210676,0.3962958698149798,0.45298408316184907,8,9,43,112,279
452,5,0,0,15,42,129,1,9,1,10,16,29,43,71,130,152,0.05439443300112699,0.03899248913395716,0.3838866226038384,0.34332319827992513,0.494287365523121,8,9,43,112,280
453,5,0,0,15,42,130,1,9,1,10,16,29,43,71,131,152,0.07740411364291919,0.023649539287086952,0.4154776583820343,0.3336338811637627,0.39719154604241647,8,9,43,112,281
454,3,0,0,15,42,130,1,9,1,10,16,30,43,71,131,152,0.04951235157278437,0.19708322608661893,0.3420883480820621,0.37994680175656254,0.4933683541944401,8,9,44,112,281
455,5,0,0,15,42,131,1,9,1,10,16,30,43,71,132,152,0.024873032620489816,0.01081525228862818,0.22026624504293152,0.31809492273102635,0.45019526414600797,8,9,44,112,282
456,5,0,0,15,42,132,1,9,1,10,16,30,43,71,133,152,0.18985179607997765,0.06846513495176558,0.33483600582358825,0.33085751648884376,0.4314300865328215,8,9,44,112,283
457,5,0,0,15,42,133,1,9,1,10,16,30,43,71,134,152,0.052370531268938696,0.07197203053168813,0.36898077389220224,0.36975814582806843,0.5007732422461482,8,9,44,112,284
458,5,0,0,15,42,133,1,9,1,10,16,30,43,71,134,153,0.12318220591823656,0.03466778853216446,0.3201570266895483,0.4358911276593262,0.41004839035980967,8,9,44,112,285
459,4,0,0,15,42,133,1,9,1,10,16,30,43,72,134,153,0.1472387670906651,0.07964242526435612,0.35752451424681003,0.37129825142401185,0.5173678780170664,8,9,44,113,285
460,5,0,0,15,42,134,1,9,1,10,16,30,43,72,135,153,0.13686814464123023,0.03779207738400718,0.3134173388089925,0.4196645541070345,0.5045406231176953,8,9,44,113,286
461,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,153,0.33987208932886487,0.041993253759760006,0.387210477027858,0.43531568588984015,0.47121939364088916,8,9,44,113,287
462,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,154,0.03789749196508794,0.005851701143048654,0.44385548650889983,0.37681958182132,0.5210170802810455,8,9,44,113,288
463,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,155,0.05238218008113562,0.02842765595601643,0.36964353717966364,0.4118842145349116,0.47130072818629737,8,9,44,113,289
464,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,156,0.05387439959382306,0.06149819443279977,0.35011569897872574,0.4226862524451351,0.4643236609122889,8,9,44,113,290
465,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,157,0.2653295190513929,0.21008833925640963,0.3194549736260766,0.3869448922135487,0.4651587773603385,8,9,44,113,291
466,5,0,0,15,42,135,1,9,1,10,16,30,43,72,136,158,0.006161889842883937,0.03589494167309779,0.45046572120447365,0.3690314439465803,0.46893642380728945,8,9,44,113,292
