iteration,choice,cr1,cr2,cr3,cr4,cr5,mu1,mu2,mu3,mu4,mu5,n1,n2,n3,n4,n5,p1,p2,p3,p4,p5
262,5,1,8,3,25,66,0.041666666666666664,0.22857142857142856,0.12,0.3125,0.44594594594594594,24,35,25,80,148,0.026676210267294834,0.1123367554012316,0.04873201808326437,0.21424184641273628,0.598013169835473
263,5,1,8,3,25,66,0.041666666666666664,0.22857142857142856,0.12,0.3125,0.4429530201342282,24,35,25,80,149,0.02704429631093761,0.1138868103542022,0.049404436524836955,0.21719801720456233,0.5924664396054609
264,5,1,8,3,25,67,0.041666666666666664,0.22857142857142856,0.12,0.3125,0.44666666666666666,24,35,25,80,150,0.02658781652940006,0.11196451865495509,0.048570540677352,0.21353193906727208,0.5993451850710209
265,3,1,8,3,25,67,0.041666666666666664,0.22857142857142856,0.11538461538461539,0.3125,0.44666666666666666,24,35,26,80,150,0.02663293662159577,0.1121545248331147,0.046955944575604175,0.21389430732593637,0.6003622866437489
266,5,1,8,3,25,67,0.041666666666666664,0.22857142857142856,0.11538461538461539,0.3125,0.44370860927152317,24,35,26,80,151,0.026997581268685355,0.11369008764799818,0.04759884152992071,0.21682283959098492,0.5948906499624108
267,5,1,8,3,25,67,0.041666666666666664,0.22857142857142856,0.11538461538461539,0.3125,0.4407894736842105,24,35,26,80,152,0.027358975314258842,0.1152119617858259,0.04823600742022445,0.21972526564140324,0.5894677898382876
268,5,1,8,3,25,68,0.041666666666666664,0.22857142857142856,0.11538461538461539,0.3125,0.4444444444444444,24,35,26,80,153,0.026906722921462622,0.11330747213305625,0.047438651177011515,0.2160931384874188,0.5962540152810508
269,2,1,8,3,25,68,0.041666666666666664,0.2222222222222222,0.11538461538461539,0.3125,0.4444444444444444,24,36,26,80,153,0.027052834657211058,0.10849246048336687,0.047696257563536903,0.21726659032842832,0.5994918569674569
270,5,1,8,3,25,69,0.041666666666666664,0.2222222222222222,0.11538461538461539,0.3125,0.44805194805194803,24,36,26,80,154,0.026604053819920377,0.10669267358959406,0.0469050219434541,0.21366234391364852,0.6061359067333829
271,5,1,8,3,25,69,0.041666666666666664,0.2222222222222222,0.11538461538461539,0.3125,0.44516129032258067,24,36,26,80,155,0.026963454891814936,0.10813401262427472,0.04753867406571422,0.21654876400382933,0.6008150944143668
272,2,1,8,3,25,69,0.041666666666666664,0.21621621621621623,0.11538461538461539,0.3125,0.44516129032258067,24,37,26,80,155,0.02709574036706643,0.10375842661446945,0.04777190367656494,0.2176111744507215,0.6037627548911776
273,4,1,8,3,25,69,0.041666666666666664,0.21621621621621623,0.11538461538461539,0.30864197530864196,0.44516129032258067,24,37,26,81,155,0.027269259682272874,0.10442288866234632,0.048077831763407,0.212600808563119,0.6076292113288548
274,2,1,8,3,25,69,0.041666666666666664,0.21052631578947367,0.11538461538461539,0.30864197530864196,0.44516129032258067,24,38,26,81,155,0.027391751557805842,0.10040001010494055,0.048293794494074255,0.2135557986172733,0.6103586452259061
275,5,1,8,3,25,69,0.041666666666666664,0.21052631578947367,0.11538461538461539,0.30864197530864196,0.4423076923076923,24,38,26,81,156,0.027759618024989302,0.1017483648074336,0.04894237176851133,0.21642381591138796,0.6051258294876778
276,4,1,8,3,26,69,0.041666666666666664,0.21052631578947367,0.11538461538461539,0.3170731707317073,0.4423076923076923,24,38,26,82,156,0.02736281867000202,0.1002939613105895,0.04824278355617314,0.22762434915179008,0.5964760873114452
277,5,1,8,3,26,70,0.041666666666666664,0.21052631578947367,0.11538461538461539,0.3170731707317073,0.445859872611465,24,38,26,82,157,0.02691804895464929,0.09866373026013811,0.04745861985692582,0.22392442268585983,0.6030351782424269
278,2,1,8,3,26,70,0.041666666666666664,0.20512820512820512,0.11538461538461539,0.3170731707317073,0.445859872611465,24,39,26,82,157,0.027026506624586253,0.09503208400634178,0.047649839188489494,0.2248266545365933,0.6054649156439891
279,2,1,8,3,26,70,0.041666666666666664,0.2,0.11538461538461539,0.3170731707317073,0.445859872611465,24,40,26,82,157,0.027126217774810314,0.0916933102212936,0.04782563772358961,0.22565612630800153,0.6076987079723049
280,4,1,8,3,27,70,0.041666666666666664,0.2,0.11538461538461539,0.3253012048192771,0.445859872611465,24,40,26,83,157,0.026732079244335127,0.09036102472373389,0.04713074075240484,0.23690718825084417,0.598868967028682
281,4,1,8,3,27,70,0.041666666666666664,0.2,0.11538461538461539,0.32142857142857145,0.445859872611465,24,40,26,84,157,0.02691925589673263,0.09099372799983915,0.04746074778995763,0.2315640513902099,0.6030622169232607
282,3,1,8,3,27,70,0.041666666666666664,0.2,0.1111111111111111,0.32142857142857145,0.445859872611465,24,40,27,84,157,0.02696063553997967,0.09113360140558245,0.04599652698881581,0.2319200061711342,0.6039892298944878
283,5,1,8,3,27,70,0.041666666666666664,0.2,0.1111111111111111,0.32142857142857145,0.4430379746835443,24,40,27,84,158,0.027314895126754613,0.09233108623220604,0.046600915955091374,0.23496740783305697,0.5987856948528909
284,5,1,8,3,27,71,0.041666666666666664,0.2,0.1111111111111111,0.32142857142857145,0.44654088050314467,24,40,27,84,159,0.026875378430910164,0.09084541133738429,0.045851073039390594,0.23118660991153148,0.6052415272807834
285,5,1,8,3,27,72,0.041666666666666664,0.2,0.1111111111111111,0.32142857142857145,0.45,24,40,27,84,160,0.02644379426815853,0.0893865503619876,0.045114763520258026,0.22747404899877796,0.6115808428508178
286,5,1,8,3,27,73,0.041666666666666664,0.2,0.1111111111111111,0.32142857142857145,0.453416149068323,24,40,27,84,161,0.026020078484116155,0.08795428644836768,0.04439187794631108,0.2238291732277972,0.6178045838934079
287,4,1,8,3,27,73,0.041666666666666664,0.2,0.1111111111111111,0.3176470588235294,0.453416149068323,24,40,27,85,161,0.0261881299048116,0.08852234172164157,0.044678584159006426,0.21881625175559427,0.621794692458946
288,5,1,8,3,27,74,0.041666666666666664,0.2,0.1111111111111111,0.3176470588235294,0.4567901234567901,24,40,27,85,162,0.025766865291739067,0.08709836337079374,0.04395988043572474,0.21529635384899093,0.6278785370527514
289,4,1,8,3,27,74,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.4567901234567901,24,40,27,86,162,0.025923206488337815,0.08762683519680001,0.04422660827521333,0.21053514189613523,0.6316882081435136
290,5,1,8,3,27,74,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.4539877300613497,24,40,27,86,163,0.02627719974936191,0.088823419776662485,0.04483054287313513,0.21341009571303712,0.62665874188780335
291,5,1,8,3,27,74,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.45121951219512196,24,40,27,86,164,0.026628779254291097,0.09001184526526329,0.045430359452503566,0.216265446226537,0.621663569801405
292,5,1,8,3,27,75,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.45454545454545453,24,40,27,86,165,0.02620659239317702,0.08858474948844491,0.044710082316500574,0.21283665855895728,0.6276619172429202
293,5,1,8,3,27,75,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.45180722891566266,24,40,27,86,166,0.026553980938050278,0.08975900849782169,0.045302748856433345,0.2156579722193984,0.6227262894882962
294,5,1,8,3,27,76,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.4550898203592814,24,40,27,86,167,0.02613775077201327,0.08835204782034262,0.044592634214021064,0.2122775618096184,0.6286400053840046
295,5,1,8,3,27,77,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.4583333333333333,24,40,27,86,168,0.025729122522387692,0.08697078349631673,0.043895488915482984,0.2089588903113069,0.6344457147545056
296,5,1,8,3,27,78,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.46153846153846156,24,40,27,86,169,0.02532801354684656,0.08561493617428456,0.043211171967851125,0.20570128654537786,0.6401445917656399
297,5,1,8,3,27,78,0.041666666666666664,0.2,0.1111111111111111,0.313953488372093,0.4588235294117647,24,40,27,86,170,0.02566760125192832,0.08676282642009368,0.043790529788207425,0.20845924573949742,0.6353197968002731
298,4,1,8,3,28,78,0.041666666666666664,0.2,0.1111111111111111,0.3218390804597701,0.4588235294117647,24,40,27,87,170,0.025337299538010852,0.0856463251159943,0.04322701444836583,0.21864513203255842,0.6271442288650706
299,5,1,8,3,28,78,0.041666666666666664,0.2,0.1111111111111111,0.3218390804597701,0.45614035087719296,24,40,27,87,171,0.025666120659257417,0.08675782165148896,0.043788003804699153,0.2214826537409075,0.622305400143647
300,5,1,8,3,28,79,0.041666666666666664,0.2,0.1111111111111111,0.3218390804597701,0.45930232558139533,24,40,27,87,172,0.025278802852767443,0.08544859188420104,0.04312721545224926,0.2181403420311881,0.6280050477795942
301,5,1,8,3,28,80,0.041666666666666664,0.2,0.1111111111111111,0.3218390804597701,0.4624277456647399,24,40,27,87,173,0.02489832502000595,0.08416248291606758,0.04247809652189955,0.21485705503942337,0.6336040405026037
302,5,1,8,3,28,80,0.041666666666666664,0.2,0.1111111111111111,0.3218390804597701,0.45977011494252873,24,40,27,87,174,0.025221704160390684,0.08525558421329035,0.04302980151921942,0.21764761583852998,0.6288452942685696
303,4,1,8,3,29,80,0.041666666666666664,0.2,0.1111111111111111,0.32954545454545453,0.45977011494252873,24,40,27,88,174,0.0248908501434665,0.08413721598873228,0.042465343915976186,0.22791038108642842,0.6205962088653966
304,5,1,8,3,29,80,0.041666666666666664,0.2,0.1111111111111111,0.32954545454545453,0.45714285714285713,24,40,27,88,175,0.025203784414524127,0.08519501105006982,0.042999229314303784,0.23077572994195825,0.615826245279144
305,5,1,8,3,29,81,0.041666666666666664,0.2,0.1111111111111111,0.32954545454545453,0.4602272727272727,24,40,27,88,176,0.024836551744026884,0.08395367399899864,0.04237270745747837,0.22741320365627482,0.6214238631432213
306,4,1,8,3,30,81,0.041666666666666664,0.2,0.1111111111111111,0.33707865168539325,0.4602272727272727,24,40,27,89,176,0.024504095667664053,0.08282989041818559,0.041805516640839695,0.23775486370672597,0.6131056335665848
307,5,1,8,3,30,82,0.041666666666666664,0.2,0.1111111111111111,0.33707865168539325,0.4632768361581921,24,40,27,89,177,0.024152618048612545,0.0816418093289945,0.04120587388513782,0.23434459651927658,0.6186551022179786
308,5,1,8,3,30,82,0.041666666666666664,0.2,0.1111111111111111,0.33707865168539325,0.4606741573033708,24,40,27,89,178,0.024452471062032948,0.08265538651135709,0.041717441841465,0.23725396780580385,0.6139207327793411
309,5,1,8,3,30,82,0.041666666666666664,0.2,0.1111111111111111,0.33707865168539325,0.4581005586592179,24,40,27,89,179,0.024750321927382204,0.08366219593915396,0.04222559400821802,0.24014391293401732,0.6092179751912286
310,3,1,8,3,30,82,0.041666666666666664,0.2,0.10714285714285714,0.33707865168539325,0.4581005586592179,24,40,28,89,179,0.024781781501054364,0.0837685370616834,0.04100818865183462,0.24044915442311937,0.6099923383623083
311,4,1,8,3,30,82,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.4581005586592179,24,40,28,90,179,0.024952168286023958,0.08434448644251945,0.041290139867549897,0.2352268734263607,0.614186331977546
312,5,1,8,3,30,83,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.46111111111111114,24,40,28,90,180,0.024598215755965006,0.08314803954337063,0.040704429266968815,0.23189012344805313,0.6196591919856425
313,5,1,8,3,30,83,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.4585635359116022,24,40,28,90,181,0.024897611634586845,0.08416007149730347,0.041199861069221765,0.23471256178838765,0.6150298940105003
314,5,1,8,3,30,84,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.46153846153846156,24,40,28,90,182,0.02454812863106777,0.08297873270083839,0.040621546514301235,0.2314179465352719,0.6204336456185208
315,5,1,8,3,30,84,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.45901639344262296,24,40,28,90,183,0.024844290703285487,0.08397983359109439,0.0411116271055011,0.23420989942195816,0.615854349178161
316,5,1,8,3,30,85,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.46195652173913043,24,40,28,90,184,0.0244991687153297,0.08281323610343408,0.040540529035356904,0.2309563959489553,0.621190670196924
317,5,1,8,3,30,85,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.4594594594594595,24,40,28,90,185,0.0247921642910789,0.08380363345420615,0.04102536979807467,0.23371849792026353,0.6166603345363768
318,5,1,8,3,30,85,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.45698924731182794,24,40,28,90,186,0.02508330440345415,0.08478775888088748,0.041507140192664445,0.2364631082313998,0.6121586882915941
319,5,1,8,3,30,86,0.041666666666666664,0.2,0.10714285714285714,0.3333333333333333,0.45989304812834225,24,40,28,90,187,0.02474119299521526,0.08363133789561389,0.040941023944387124,0.23323798582916763,0.6174484593356161
320,4,1,8,3,30,86,0.041666666666666664,0.2,0.10714285714285714,0.32967032967032966,0.45989304812834225,24,40,28,91,187,0.024902566866409185,0.08417682140370311,0.04120806084619807,0.22823679795051,0.6214757529331797
321,5,1,8,3,30,86,0.041666666666666664,0.2,0.10714285714285714,0.32967032967032966,0.4574468085106383,24,40,28,91,188,0.025194447288721104,0.08516344926066229,0.04169105628465899,0.23091193796038484,0.6170391092055728
322,5,1,8,3,30,86,0.041666666666666664,0.2,0.10714285714285714,0.32967032967032966,0.455026455026455,24,40,28,91,189,0.025484507247092905,0.08614392350025417,0.04217103927106164,0.23357039306935345,0.6126301369122379
323,5,1,8,3,30,86,0.041666666666666664,0.2,0.10714285714285714,0.32967032967032966,0.45263157894736844,24,40,28,91,190,0.02577271391994331,0.08711813317743443,0.042647955493184904,0.23621186246133313,0.6082493349481043
324,1,1,8,3,30,86,0.04,0.2,0.10714285714285714,0.32967032967032966,0.45263157894736844,25,40,28,91,190,0.02545275996594768,0.08714674435633805,0.042661961857187264,0.23628943873173228,0.6084490950887947
325,2,1,8,3,30,86,0.04,0.1951219512195122,0.10714285714285714,0.32967032967032966,0.45263157894736844,25,41,28,91,190,0.025534712481789335,0.08420754951089378,0.04279932437149278,0.23705024086072674,0.6104081727750974
326,5,1,8,3,30,86,0.04,0.1951219512195122,0.10714285714285714,0.32967032967032966,0.450261780104712,25,41,28,91,191,0.02581940913245176,0.08514641292372206,0.04327651103681624,0.23969320814143918,0.6060644587655708
327,5,1,8,3,30,86,0.04,0.1951219512195122,0.10714285714285714,0.32967032967032966,0.4479166666666667,25,41,28,91,192,0.026102226167456444,0.08607907780078561,0.04375054723470106,0.2423187261031233,0.6017494226939336
328,5,1,8,3,30,86,0.04,0.1951219512195122,0.10714285714285714,0.32967032967032966,0.44559585492227977,25,41,28,91,193,0.026383136579943095,0.08700545507973344,0.04422138769832172,0.24492654402892672,0.5974634766130751
329,3,1,8,3,30,86,0.04,0.1951219512195122,0.10344827586206896,0.32967032967032966,0.44559585492227977,25,41,29,91,193,0.02641586781892573,0.08711339510173872,0.0430356371686626,0.24523040286775394,0.598204697042919
330,4,1,8,3,30,86,0.04,0.1951219512195122,0.10344827586206896,0.32608695652173914,0.44559585492227977,25,41,29,92,193,0.02659317297548794,0.08769810631634109,0.0433244953821519,0.24016433642218926,0.6022198889038298
331,5,1,8,3,30,87,0.04,0.1951219512195122,0.10344827586206896,0.32608695652173914,0.4484536082474227,25,41,29,92,194,0.02624192454343888,0.08653977058988681,0.04275225599250388,0.236992193456017,0.6074738554181535
332,5,1,8,3,30,87,0.04,0.1951219512195122,0.10344827586206896,0.32608695652173914,0.4461538461538462,25,41,29,92,195,0.026524463267545744,0.08747151766226685,0.04321255637332454,0.23954381545506323,0.6032476472417997
333,5,1,8,3,30,88,0.04,0.1951219512195122,0.10344827586206896,0.32608695652173914,0.4489795918367347,25,41,29,92,196,0.026177453794525175,0.08632716103788862,0.04264722292006192,0.23640995474964774,0.6084382074978766
334,4,1,8,3,31,88,0.04,0.1951219512195122,0.10344827586206896,0.3333333333333333,0.4489795918367347,25,41,29,93,196,0.025827440137117248,0.08517289731133652,0.04207699517408978,0.24661976914168968,0.6003028982357668
335,5,1,8,3,31,89,0.04,0.1951219512195122,0.10344827586206896,0.3333333333333333,0.4517766497461929,25,41,29,93,197,0.02549458370719989,0.08407521413506129,0.04153471927214433,0.24344140630481007,0.6054540765807844
336,3,1,8,4,31,89,0.04,0.1951219512195122,0.13333333333333333,0.3333333333333333,0.4517766497461929,25,41,30,93,197,0.02522380938068597,0.08318226331282426,0.05171444190879083,0.2408558499531223,0.5990236354445767
337,5,1,8,4,31,90,0.04,0.1951219512195122,0.13333333333333333,0.3333333333333333,0.45454545454545453,25,41,30,93,198,0.02490268575958652,0.08212327221425073,0.05105606677606389,0.2377895207745028,0.6041284544755962
338,5,1,8,4,31,90,0.04,0.1951219512195122,0.13333333333333333,0.3333333333333333,0.45226130653266333,25,41,30,93,199,0.02516749947793123,0.08299656633552109,0.05159899403369193,0.24031816076890428,0.5999187793839516
339,4,1,8,4,32,90,0.04,0.1951219512195122,0.13333333333333333,0.3404255319148936,0.45226130653266333,25,41,30,94,199,0.02483287969250579,0.08189306802244502,0.050912948750295284,0.2504186705258634,0.5919424330088905
340,3,1,8,4,32,90,0.04,0.1951219512195122,0.12903225806451613,0.3404255319148936,0.45226130653266333,25,41,31,94,199,0.02487409368202067,0.0820289821849832,0.04933779257576931,0.2508342788882112,0.5929248526690156
341,2,1,8,4,32,90,0.04,0.19047619047619047,0.12903225806451613,0.3404255319148936,0.45226130653266333,25,42,31,94,199,0.02494592990821509,0.07937788765592528,0.049480279810589375,0.251558686708889,0.5946372159163813
342,5,1,8,4,32,90,0.04,0.19047619047619047,0.12903225806451613,0.3404255319148936,0.45,25,42,31,94,200,0.02520437745730792,0.08020026712192724,0.04999291081262162,0.2541649125049261,0.590437532103217
343,5,1,8,4,32,90,0.04,0.19047619047619047,0.12903225806451613,0.3404255319148936,0.44776119402985076,25,42,31,94,201,0.025461055793942568,0.08101701695823561,0.05050203257976875,0.25675329728384627,0.5862665973842067
344,2,1,8,4,32,90,0.04,0.18604651162790697,0.12903225806451613,0.3404255319148936,0.44776119402985076,25,43,31,94,201,0.025530347891248476,0.07851601076278346,0.05063947353209941,0.25745204970805796,0.5878621181058107
345,4,1,8,4,33,90,0.04,0.18604651162790697,0.12903225806451613,0.3473684210526316,0.44776119402985076,25,43,31,95,201,0.025174791996167695,0.07742253445749177,0.049934228017434995,0.26779336202511234,0.5796750835037933
346,2,1,8,4,33,90,0.04,0.18181818181818182,0.12903225806451613,0.3473684210526316,0.44776119402985076,25,44,31,95,201,0.025237322576826374,0.07513098405930906,0.05005825749395056,0.2684585224135882,0.5811149134563258
347,5,1,8,4,33,91,0.04,0.18181818181818182,0.12903225806451613,0.3473684210526316,0.4504950495049505,25,44,31,95,202,0.024929442685089006,0.0742144320293587,0.04944757738512038,0.2651834927203606,0.5862250551800713
348,4,1,8,4,34,91,0.04,0.18181818181818182,0.12903225806451613,0.3541666666666667,0.4504950495049505,25,44,31,96,202,0.02457951498736241,0.0731727045560986,0.048753495406188604,0.2754979089667239,0.5779963760836265
349,4,1,8,4,34,91,0.04,0.18181818181818182,0.12903225806451613,0.35051546391752575,0.4504950495049505,25,44,31,97,202,0.02476849942353668,0.07373530728934988,0.04912834624623165,0.26992743211836456,0.5824404149225172
350,4,1,8,4,34,91,0.04,0.18181818181818182,0.12903225806451613,0.3469387755102041,0.4504950495049505,25,44,31,98,202,0.024951274443207983,0.07427942471890532,0.04949088070171185,0.2645399830979673,0.5867384370382076
351,5,1,8,4,34,92,0.04,0.18181818181818182,0.12903225806451613,0.3469387755102041,0.45320197044334976,25,44,31,98,203,0.024646996723099297,0.07337359627892334,0.04888734550432689,0.26131395057133816,0.5917781109223124
352,4,1,8,4,34,92,0.04,0.18181818181818182,0.12903225806451613,0.3434343434343434,0.45320197044334976,25,44,31,99,203,0.024819496817627986,0.07388712547017617,0.04922949963432074,0.2561440138530828,0.5959198642247923
353,4,1,8,4,34,92,0.04,0.18181818181818182,0.12903225806451613,0.34,0.45320197044334976,25,44,31,100,203,0.024986361191069496,0.07438387723704594,0.049560475305249145,0.2511429832531811,0.5999263030134544
354,4,1,8,4,35,92,0.04,0.18181818181818182,0.12903225806451613,0.3465346534653465,0.45320197044334976,25,44,31,101,203,0.024667003324600752,0.0734331555152057,0.048927028620730784,0.26071434009580485,0.5922584724436579
355,4,1,8,4,36,92,0.04,0.18181818181818182,0.12903225806451613,0.35294117647058826,0.45320197044334976,25,44,31,102,203,0.024346359299374915,0.07247860492551376,0.048291030838882476,0.27032424392822574,0.5845597610080031
356,5,1,8,4,36,93,0.04,0.18181818181818182,0.12903225806451613,0.35294117647058826,0.45588235294117646,25,44,31,102,204,0.0240534423639235,0.0716065973050101,0.04771002977054293,0.2670719075876662,0.5895580229728573
357,4,1,8,4,36,93,0.04,0.18181818181818182,0.12903225806451613,0.34951456310679613,0.45588235294117646,25,44,31,103,204,0.024221726797181948,0.07210757656039987,0.048043822131702905,0.2619441430546447,0.5936827314560705
358,5,1,8,4,36,94,0.04,0.18181818181818182,0.12903225806451613,0.34951456310679613,0.4585365853658537,25,44,31,103,205,0.02392869809539818,0.07123523621385093,0.047462599374718424,0.2587752049842139,0.5985982613318185
359,3,1,8,4,36,94,0.04,0.18181818181818182,0.125,0.34951456310679613,0.4585365853658537,25,44,32,103,205,0.023963434720831102,0.07133864642480854,0.04607982732567276,0.25915086175129026,0.5994672297773973
360,5,1,8,4,36,94,0.04,0.18181818181818182,0.125,0.34951456310679613,0.4563106796116505,25,44,32,103,206,0.024209815933352898,0.0720721181666757,0.04655359929791116,0.2618153338642486,0.5953491327378116
361,2,1,8,4,36,94,0.04,0.17777777777777778,0.125,0.34951456310679613,0.4563106796116505,25,45,32,103,206,0.02426332996503178,0.07002100128908982,0.046656502632428556,0.26239405755669626,0.5966651085567536
362,4,1,8,4,37,94,0.04,0.17777777777777778,0.125,0.3557692307692308,0.4563106796116505,25,45,32,104,206,0.023953535283965665,0.06912697174765646,0.046060791475983645,0.27181182494563333,0.5890468765467609
363,5,1,8,4,37,95,0.04,0.17777777777777778,0.125,0.3557692307692308,0.45893719806763283,25,45,32,104,207,0.02366898357569323,0.06830579033684137,0.04551362059938886,0.2685828853256557,0.5939287201624208
364,4,1,8,4,38,95,0.04,0.17777777777777778,0.125,0.3619047619047619,0.45893719806763283,25,45,32,105,207,0.02336569591503264,0.06743053926006475,0.04493042193876036,0.2779550573484758,0.5863182855376664
365,5,1,8,4,38,96,0.04,0.17777777777777778,0.125,0.3619047619047619,0.46153846153846156,25,45,32,105,208,0.023092049844940905,0.06664083018656732,0.04440422175898335,0.27469980189269466,0.5911630963168137
366,5,1,8,4,38,97,0.04,0.17777777777777778,0.125,0.3619047619047619,0.46411483253588515,25,45,32,105,209,0.02282200447610631,0.06586151229629705,0.043884945448597897,0.2714873798765022,0.5959441579024966
367,5,1,8,4,38,97,0.04,0.17777777777777778,0.125,0.3619047619047619,0.46190476190476193,25,45,32,105,210,0.023053594919646286,0.06652985397771606,0.04433027591866283,0.2742423474687192,0.5918439277152556
368,4,1,8,4,38,97,0.04,0.17777777777777778,0.125,0.3584905660377358,0.46190476190476193,25,45,32,106,210,0.023218648928197774,0.06700617964951006,0.04464766198214108,0.2690462290236466,0.5960812804165044
369,5,1,8,4,38,98,0.04,0.17777777777777778,0.125,0.3584905660377358,0.46445497630331756,25,45,32,106,211,0.02294766466695063,0.06622415223062504,0.04412658025442913,0.2659061973259038,0.6007954055220913
370,5,1,8,4,38,98,0.04,0.17777777777777778,0.125,0.3584905660377358,0.46226415094339623,25,45,32,106,212,0.023180397444560064,0.06689579054838643,0.04457410734435603,0.2686029897353008,0.5967467149273966
371,5,1,8,4,38,98,0.04,0.17777777777777778,0.125,0.3584905660377358,0.460093896713615,25,45,32,106,213,0.02341169448403039,0.06756328550156292,0.04501887362113967,0.2712831455206898,0.5927230008725772
372,5,1,8,4,38,99,0.04,0.17777777777777778,0.125,0.3584905660377358,0.46261682242990654,25,45,32,106,214,0.023142880827127715,0.06678752218120936,0.04450196579731715,0.26816826571336866,0.597399365480977
373,2,1,8,4,38,99,0.04,0.17391304347826086,0.125,0.3584905660377358,0.46261682242990654,25,46,32,106,214,0.023188243638008022,0.06495831425075954,0.04458919496612051,0.2686939075473531,0.5985703395977587
374,5,1,8,4,38,99,0.04,0.17391304347826086,0.125,0.3584905660377358,0.4604651162790698,25,46,32,106,215,0.02341834641183003,0.06560291194109094,0.04503166476264177,0.2713602247726206,0.5945868521118166
375,5,1,8,4,38,100,0.04,0.17391304347826086,0.125,0.3584905660377358,0.46296296296296297,25,46,32,106,216,0.02315129674447745,0.06485481318539148,0.044518148953979826,0.2682657852044348,0.5992099559117164
376,4,1,8,4,38,100,0.04,0.17391304347826086,0.125,0.35514018691588783,0.46296296296296297,25,46,32,107,216,0.023310400817277418,0.065300518885265,0.044824093752246184,0.2632370433993422,0.6033279431458692
377,4,1,8,4,39,100,0.04,0.17391304347826086,0.125,0.3611111111111111,0.46296296296296297,25,46,32,108,216,0.023025517902873553,0.0645024630183607,0.04427628599193572,0.2722412291251249,0.5959545039617051
378,4,1,8,4,39,100,0.04,0.17391304347826086,0.125,0.3577981651376147,0.46296296296296297,25,46,32,109,216,0.023184335079642363,0.06494736502292896,0.044581679111374305,0.2672215551335721,0.6000650656524823
379,5,1,8,4,39,100,0.04,0.17391304347826086,0.125,0.3577981651376147,0.4608294930875576,25,46,32,109,217,0.02341302139245744,0.06558799471462066,0.04502142516318312,0.2698573828136968,0.5961201759160419
380,5,1,8,4,39,101,0.04,0.17391304347826086,0.125,0.3577981651376147,0.463302752293578,25,46,32,109,218,0.023147981636207633,0.06484552641714254,0.044511774257763745,0.2668025470552417,0.6006921706336443
381,4,1,8,4,40,101,0.04,0.17391304347826086,0.125,0.36363636363636365,0.463302752293578,25,46,32,110,218,0.0228677371504856,0.06406046439801075,0.043972885836238026,0.27567911117052557,0.59341980144474
382,5,1,8,4,40,102,0.04,0.17391304347826086,0.125,0.36363636363636365,0.4657534246575342,25,46,32,110,219,0.022612378761180635,0.06334511696773576,0.04348185144895522,0.27260067042537145,0.597959982396757
383,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.36363636363636365,0.4681818181818182,25,46,32,110,220,0.022360270256528147,0.06263887359173195,0.042997066337928484,0.2695614082533532,0.6024423815604583
384,4,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.36036036036036034,0.4681818181818182,25,46,32,111,220,0.022511277650106385,0.0630618976844306,0.04328744184970503,0.26462847914993953,0.6065109036658185
385,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.36036036036036034,0.4660633484162896,25,46,32,111,221,0.022734153239599222,0.06368624952440216,0.04371601433101172,0.26724846497232835,0.6026151179326587
386,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.36036036036036034,0.46396396396396394,25,46,32,111,222,0.022955757579339323,0.06430704015282968,0.04414214229759102,0.2698535067789257,0.5987415531913143
387,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.36036036036036034,0.4618834080717489,25,46,32,111,223,0.023176072866408128,0.0649242196975626,0.044565791515810624,0.27244339528977285,0.5948905206304458
388,4,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.35714285714285715,0.4618834080717489,25,46,32,112,223,0.023331465571347545,0.06535952856861417,0.044864599641385915,0.26756521815190554,0.5988791880667469
389,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.35714285714285715,0.45982142857142855,25,46,32,112,224,0.02355343582465593,0.06598134424787902,0.045291431231391455,0.27011077274075346,0.5950630159553201
390,5,1,8,4,40,103,0.04,0.17391304347826086,0.125,0.35714285714285715,0.4577777777777778,25,46,32,112,225,0.023774094554089943,0.06659948589381436,0.045715740862655736,0.2726412867754414,0.5912693919139985
